city,location,price_text,price_pkr,bedrooms,bathrooms,size_text,size_sqft,property_type,built_year,parking_spaces,servant_quarters,store_rooms,kitchens,drawing_rooms
Islamabad,"MPCHS - Block C, MPCHS - Multi Gardens",10.5 Crore,105000000,6.0,6.0,1 Kanal,4500,House,,3.0,,,2.0,
Islamabad,"DHA Defence Phase 5, DHA Defence",7.8 Crore,78000000,5.0,6.0,10 Marla,2250,House,2026.0,2.0,1.0,2.0,2.0,
Islamabad,"F-8, Islamabad",22.25 Crore,222500000,5.0,6.0,1 Kanal,4500,House,,,,,,
Islamabad,"F-8, Islamabad",41.5 Crore,415000000,6.0,7.0,1 Kanal,4500,House,,,,,2.0,
Islamabad,"Faisal Hills, Islamabad",1.32 Crore,13200000,,,3.5 Marla,788,Flat,,,,,,
Islamabad,"DHA Defence Phase 2, DHA Defence",10.5 Crore,105000000,6.0,6.0,1 Kanal,4500,House,2025.0,3.0,2.0,2.0,2.0,
Islamabad,"Margalla View Housing Society, D-17",3.85 Crore,38500000,4.0,5.0,9.3 Marla,2092,House,,,,,,
Islamabad,"Faisal Town Phase 1 - Block C, Faisal Town Phase 1",2.95 Crore,29500000,4.0,4.0,5 Marla,1125,House,,,,,,
Islamabad,"Canary Residency, Faisal Hills",2.5 Crore,25000000,4.0,4.0,5 Marla,1125,House,,,1.0,,1.0,
Islamabad,"Canary Residency, Faisal Hills",2.1 Crore,21000000,4.0,4.0,5 Marla,1125,House,,,,,1.0,
Islamabad,"Cube Apartments, Bahria Enclave",1.25 Crore,12500000,1.0,2.0,4.6 Marla,1035,Flat,2023.0,1.0,1.0,1.0,1.0,
Islamabad,"Bahria Enclave - Sector H, Bahria Enclave",2.6 Crore,26000000,4.0,5.0,5 Marla,1125,House,2026.0,1.0,1.0,1.0,2.0,
Islamabad,"Soan Garden, Islamabad",82 Lakh,8200000,3.0,3.0,5.4 Marla,1215,Flat,2021.0,1.0,1.0,1.0,1.0,
Islamabad,"DHA Defence Phase 1, DHA Defence",1.69 Crore,16900000,1.0,1.0,3.3 Marla,742,Flat,2029.0,,,1.0,1.0,
Islamabad,"G-13/3, G-13",75 Thousand,75000,2.0,2.0,7 Marla,1575,Lower Portion,,,,,,
Islamabad,"DHA Defence Phase 2, DHA Defence",2.33 Crore,23300000,1.0,2.0,4.1 Marla,922,Flat,2005.0,,,,1.0,
Islamabad,"DHA Defence Phase 2, DHA Defence",3.62 Crore,36200000,2.0,3.0,6.4 Marla,1440,Flat,2005.0,,,,1.0,
Islamabad,"CBR Town Phase 1, CBR Town",3.35 Crore,33500000,4.0,5.0,7 Marla,1575,House,2023.0,,,,1.0,
Islamabad,"Top City 1, Islamabad",59 Lakh,5900000,1.0,1.0,2.7 Marla,608,Flat,2028.0,4.0,1.0,1.0,1.0,
Islamabad,"Top City 1, Islamabad",1.69 Crore,16900000,3.0,3.0,7.6 Marla,1710,Flat,2028.0,1.0,1.0,,1.0,
Islamabad,"Top City 1, Islamabad",1.45 Crore,14500000,3.0,3.0,6.4 Marla,1440,Flat,2023.0,1.0,,1.0,1.0,
Islamabad,"Top City 1, Islamabad",1.1 Crore,11000000,2.0,2.0,4.9 Marla,1102,Flat,2028.0,1.0,1.0,1.0,1.0,
Islamabad,"Top City 1, Islamabad",79 Lakh,7900000,1.0,1.0,3.1 Marla,698,Flat,2028.0,,1.0,1.0,,
Islamabad,"B-17, Islamabad",1.21 Crore,12100000,,1.0,3.3 Marla,742,Flat,2021.0,1.0,2.0,,3.0,
Islamabad,"E-11/4, E-11",2.2 Crore,22000000,3.0,3.0,7.6 Marla,1710,Flat,2018.0,,1.0,1.0,,
Islamabad,"Bahria Enclave - Sector C1, Bahria Enclave",5.7 Crore,57000000,5.0,6.0,10 Marla,2250,House,2026.0,2.0,1.0,2.0,2.0,
Islamabad,"Top City 1, Islamabad",5 Crore,50000000,7.0,6.0,1 Kanal,4500,House,2026.0,4.0,2.0,2.0,2.0,
Islamabad,"J7 Emporium, B-17",4.62 Crore,46200000,3.0,3.0,12.4 Marla,2790,Flat,2028.0,1.0,1.0,1.0,1.0,
Islamabad,"G-13/4, G-13",4.44 Crore,44400000,5.0,5.0,4 Marla,900,House,2025.0,,,,,
Islamabad,"Cube Apartments, Bahria Enclave",1.18 Crore,11800000,1.0,1.0,4.9 Marla,1102,Flat,2026.0,1.0,1.0,2.0,1.0,
Islamabad,"G-11, Islamabad",13.5 Crore,135000000,9.0,7.0,14.2 Marla,3195,House,2016.0,5.0,1.0,1.0,3.0,
Islamabad,"B-17, Islamabad",3.1 Crore,31000000,4.0,6.0,8 Marla,1800,House,,2.0,,,2.0,
Islamabad,"I-14/1, I-14",3.2 Crore,32000000,5.0,6.0,6 Marla,1350,House,2023.0,1.0,,,,
Islamabad,"Bahria Enclave - Sector I, Bahria Enclave",2.62 Crore,26200000,3.0,4.0,5 Marla,1125,House,2026.0,4.0,1.0,,2.0,
Islamabad,"D-17, Islamabad",3.6 Crore,36000000,5.0,7.0,10 Marla,2250,House,2025.0,,,,2.0,
Islamabad,"DHA Defence Phase 2, DHA Defence",4.3 Crore,43000000,4.0,5.0,5 Marla,1125,House,2026.0,,1.0,,,
Islamabad,"DHA Defence Phase 2, DHA Defence",7.95 Crore,79500000,5.0,6.0,10 Marla,2250,House,2026.0,,,,,2.0
Islamabad,"DHA Defence Phase 2, DHA Defence",5.08 Crore,50800000,3.0,4.0,9 Marla,2025,Flat,,,,,1.0,
Islamabad,"DHA Phase 4 - Overseas Sector, DHA Defence Phase 4",3.37 Crore,33700000,2.0,2.0,6.7 Marla,1508,Flat,2029.0,,,,1.0,
Islamabad,"DHA Defence Phase 1, DHA Defence",4.27 Crore,42700000,2.0,3.0,8.4 Marla,1890,Flat,2029.0,,,,1.0,
Islamabad,"Jinnah Gardens, FECHS",7 Crore,70000000,6.0,6.0,12 Marla,2700,House,2026.0,2.0,1.0,1.0,2.0,
Islamabad,"National Police Foundation O-9, Islamabad",3 Crore,30000000,4.0,6.0,5 Marla,1125,House,2026.0,1.0,1.0,1.0,2.0,
Islamabad,"Zarkon Heights, G-15",1.5 Crore,15000000,2.0,2.0,4.8 Marla,1080,Flat,2022.0,1.0,1.0,1.0,1.0,
Islamabad,"B-17, Islamabad",3.91 Crore,39100000,3.0,3.0,11.6 Marla,2610,Flat,,,,,,
Islamabad,"G-8, Islamabad",15 Crore,150000000,4.0,4.0,11 Marla,2475,House,,,,,,
Islamabad,"E-11/2, E-11",7.5 Crore,75000000,5.0,6.0,8 Marla,1800,House,2025.0,2.0,1.0,2.0,2.0,
Islamabad,"G-9, Islamabad",7.8 Crore,78000000,5.0,5.0,10 Marla,2250,House,,,1.0,,1.0,
Islamabad,"F-17, Islamabad",65 Lakh,6500000,3.0,3.0,5.4 Marla,1215,Flat,2021.0,2.0,1.0,1.0,1.0,
Islamabad,"F-17, Islamabad",41 Lakh,4100000,2.0,2.0,3.9 Marla,878,Flat,2021.0,1.0,1.0,1.0,1.0,
Islamabad,"Gulberg Greens - Block C, Gulberg Greens",27 Crore,270000000,7.0,7.0,4 Kanal,18000,Farm House,2021.0,8.0,,,4.0,
Islamabad,"Top City 1, Islamabad",8 Crore,80000000,7.0,7.0,1 Kanal,4500,House,2016.0,2.0,1.0,1.0,2.0,
Islamabad,"Top City 1, Islamabad",3.85 Crore,38500000,5.0,6.0,10 Marla,2250,House,2024.0,2.0,1.0,1.0,2.0,
Islamabad,"DHA Defence Phase 2, DHA Defence",14.5 Crore,145000000,7.0,,1 Kanal,4500,House,2026.0,4.0,2.0,,2.0,
Islamabad,"Top City 1 - Block A, Top City 1",4 Crore,40000000,5.0,6.0,10 Marla,2250,House,,2.0,1.0,1.0,1.0,
Islamabad,"Bahria Enclave - Sector A, Bahria Enclave",6.2 Crore,62000000,5.0,6.0,10 Marla,2250,House,2024.0,2.0,1.0,,2.0,
Islamabad,"Top City 1 - Block B, Top City 1",11 Crore,110000000,10.0,6.0,1 Kanal,4500,House,2026.0,3.0,1.0,2.0,3.0,
Islamabad,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",4.2 Crore,42000000,5.0,5.0,8 Marla,1800,House,,,1.0,1.0,2.0,1.0
Islamabad,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1",4 Crore,40000000,5.0,5.0,8 Marla,1800,House,,,,1.0,2.0,1.0
Islamabad,"PWD Housing Scheme, Islamabad",57 Lakh,5700000,2.0,2.0,2.1 Marla,472,Flat,,,,,,
Islamabad,"Jinnah Gardens Phase 1, Jinnah Gardens",6.75 Crore,67500000,6.0,6.0,12 Marla,2700,House,,,,,2.0,
Islamabad,"Top City 1 - Block A, Top City 1",4.5 Crore,45000000,5.0,6.0,10 Marla,2250,House,,,,,,
Islamabad,"Top City 1 - Block A, Top City 1",5 Crore,50000000,4.0,6.0,10.1 Marla,2272,House,,,1.0,2.0,2.0,
Islamabad,"F-11/1, F-11",20 Crore,200000000,7.0,6.0,1.3 Kanal,5850,House,2008.0,4.0,2.0,2.0,2.0,
Islamabad,"Bani Gala, Islamabad",1.6 Crore,16000000,4.0,3.0,5 Marla,1125,House,,,,,,
Islamabad,"Faisal Town - F-18, Islamabad",3.55 Crore,35500000,5.0,6.0,7 Marla,1575,House,2023.0,1.0,1.0,1.0,2.0,
Islamabad,"Gulshan-e-Sehat 1 - Hamza Block, Gulshan-e-Sehat 1",2.15 Crore,21500000,5.0,6.0,6 Marla,1350,House,2026.0,1.0,1.0,1.0,1.0,
Islamabad,"Gulshan-e-Sehat 1 - Hamza Block, Gulshan-e-Sehat 1",1.2 Crore,12000000,2.0,3.0,5 Marla,1125,House,,,,,,
Islamabad,"DHA Valley, DHA Defence",1.55 Crore,15500000,3.0,3.0,8 Marla,1800,House,,,,,,
Islamabad,"DHA Defence Phase 2, DHA Defence",12.8 Crore,128000000,5.0,6.0,1 Kanal,4500,House,2025.0,3.0,2.0,1.0,2.0,
Islamabad,"DHA Defence Phase 2, DHA Defence",14.5 Crore,145000000,6.0,,1 Kanal,4500,House,2026.0,,1.0,1.0,1.0,
Islamabad,"DHA Defence Phase 2, DHA Defence",10.2 Crore,102000000,5.0,6.0,1 Kanal,4500,House,2024.0,2.0,2.0,2.0,2.0,
Islamabad,"DHA Defence Phase 2, DHA Defence",12.9 Crore,129000000,5.0,6.0,1 Kanal,4500,House,2025.0,3.0,2.0,2.0,2.0,
Islamabad,"National Police Foundation O-9 - Block F, National Police Foundation O-9",3.6 Crore,36000000,,4.0,10 Marla,2250,House,,,,,1.0,2.0
Islamabad,"CBR Town Phase 1 - Block C, CBR Town Phase 1",3.65 Crore,36500000,5.0,5.0,8 Marla,1800,House,2025.0,,1.0,1.0,2.0,
Islamabad,"PWD Housing Society - Block B, PWD Housing Scheme",6.7 Crore,67000000,6.0,6.0,14.2 Marla,3195,House,,,1.0,1.0,1.0,2.0
Islamabad,"D-12/3, D-12",24 Crore,240000000,9.0,,1.2 Kanal,5400,House,2026.0,1.0,1.0,1.0,2.0,
Islamabad,"D-12, Islamabad",15.3 Crore,153000000,5.0,5.0,14 Marla,3150,House,,,2.0,,2.0,
Islamabad,"D-12, Islamabad",5.4 Crore,54000000,4.0,5.0,5 Marla,1125,House,2025.0,1.0,1.0,1.0,1.0,
Islamabad,"D-12, Islamabad",7.5 Crore,75000000,5.0,5.0,5 Marla,1125,House,,,,,,
Islamabad,"D-12, Islamabad",4.5 Crore,45000000,3.0,3.0,5 Marla,1125,House,2024.0,1.0,1.0,1.0,1.0,
Islamabad,"Jinnah Gardens Phase 1, Jinnah Gardens",6.7 Crore,67000000,6.0,6.0,12 Marla,2700,House,,1.0,1.0,,2.0,
Islamabad,"Jinnah Gardens Phase 1, Jinnah Gardens",5.5 Crore,55000000,6.0,6.0,10 Marla,2250,House,,,,,2.0,
Islamabad,"Jinnah Gardens Phase 1, Jinnah Gardens",2.85 Crore,28500000,4.0,5.0,5 Marla,1125,House,2022.0,,,,,2.0
Islamabad,"Top City 1, Islamabad",6.25 Crore,62500000,6.0,6.0,10 Marla,2250,House,2026.0,2.0,1.0,1.0,,
Islamabad,"Top City 1 - Block D, Top City 1",4.75 Crore,47500000,5.0,6.0,10 Marla,2250,House,2025.0,1.0,1.0,,1.0,
Islamabad,"Top City 1 - Block A, Top City 1",4.85 Crore,48500000,5.0,6.0,10 Marla,2250,House,2024.0,,,,,
Islamabad,"DHA Defence Phase 2, DHA Defence",13.4 Crore,134000000,5.0,6.0,1 Kanal,4500,House,2025.0,3.0,2.0,2.0,2.0,
Islamabad,"Bahria Enclave, Bahria Town",15 Crore,150000000,9.0,6.0,3.5 Kanal,15750,House,2026.0,3.0,,,3.0,
Islamabad,"Bhara kahu, Islamabad",82 Lakh,8200000,3.0,2.0,4 Marla,900,House,2025.0,1.0,,,1.0,
Islamabad,"Blue Area, Islamabad",4.7 Crore,47000000,1.0,1.0,3.8 Marla,855,Flat,2025.0,1.0,1.0,1.0,1.0,
Islamabad,"Blue Area, Islamabad",5.75 Crore,57500000,1.0,1.0,4.4 Marla,990,Flat,,,,,1.0,
Islamabad,"B-17, Islamabad",5.5 Crore,55000000,5.0,6.0,10 Marla,2250,House,2024.0,,2.0,,,
Islamabad,"PWD Housing Society - Block B, PWD Housing Scheme",6.75 Crore,67500000,6.0,6.0,14.2 Marla,3195,House,,,,,,
Islamabad,"CBR Town Phase 1 - Block C, CBR Town Phase 1",6.25 Crore,62500000,8.0,6.0,14.2 Marla,3195,House,2023.0,2.0,1.0,1.0,2.0,
Islamabad,"PWD Housing Scheme, Islamabad",9 Crore,90000000,7.0,6.0,1 Kanal,4500,House,,,,,2.0,2.0
Islamabad,"DHA Defence Phase 2, DHA Defence",2.76 Crore,27600000,2.0,2.0,4.9 Marla,1102,Flat,2028.0,24.0,,1.0,1.0,
Islamabad,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",4.45 Crore,44500000,4.0,4.0,12 Marla,2700,House,2026.0,2.0,1.0,1.0,1.0,
Islamabad,"Jinnah Gardens, FECHS",3.45 Crore,34500000,4.0,6.0,7 Marla,1575,House,2026.0,2.0,1.0,1.0,2.0,6.0
Islamabad,"Faisal Town - F-18, Islamabad",3.05 Crore,30500000,5.0,5.0,7 Marla,1575,House,2025.0,1.0,2.0,2.0,2.0,
Islamabad,"Jinnah Gardens, FECHS",2.65 Crore,26500000,4.0,6.0,5 Marla,1125,House,2026.0,1.0,1.0,1.0,2.0,
Islamabad,"I-11, Islamabad",4.45 Crore,44500000,4.0,5.0,6 Marla,1350,House,2025.0,,,,2.0,
Islamabad,"I-11, Islamabad",3.25 Crore,32500000,5.0,5.0,4 Marla,900,House,2026.0,,,,2.0,
Islamabad,"Defence Residency, DHA Defence Phase 2",1.1 Crore,11000000,2.0,2.0,4.2 Marla,945,Flat,2025.0,1.0,,,,
Islamabad,"D-12, Islamabad",12 Crore,120000000,5.0,6.0,10 Marla,2250,House,2026.0,3.0,1.0,,2.0,
Islamabad,"Top City 1, Islamabad",7.8 Crore,78000000,6.0,7.0,1 Kanal,4500,House,2015.0,3.0,1.0,1.0,2.0,
Islamabad,"G-13, Islamabad",3.75 Crore,37500000,5.0,6.0,4 Marla,900,House,2026.0,,1.0,,2.0,
Islamabad,"E-11/4, E-11",5.5 Crore,55000000,4.0,5.0,6 Marla,1350,House,2024.0,1.0,1.0,,2.0,
Islamabad,"Rahman Enclave, Lehtrar Road",6.95 Crore,69500000,,,10 Marla,2250,House,,2.0,1.0,1.0,3.0,
Islamabad,"Bahria Enclave - Sector H, Bahria Enclave",2.4 Crore,24000000,3.0,3.0,5 Marla,1125,House,,5.0,1.0,1.0,2.0,
Islamabad,"PHAF Officers Residencia, Kuri Road",4.25 Crore,42500000,5.0,6.0,8 Marla,1800,House,2015.0,1.0,1.0,1.0,2.0,
Islamabad,"Gulberg Greens, Gulberg",32 Crore,320000000,5.0,7.0,5 Kanal,22500,House,2024.0,2.0,2.0,2.0,2.0,
Islamabad,"E-11, Islamabad",8.3 Crore,83000000,5.0,5.0,10 Marla,2250,House,,2.0,1.0,,2.0,
Islamabad,"G-11/3, G-11",4.5 Crore,45000000,3.0,3.0,8.8 Marla,1980,Flat,,,,1.0,1.0,
Islamabad,"F-11, Islamabad",6 Crore,60000000,3.0,4.0,11.1 Marla,2498,Flat,,,,,,
Islamabad,"F-11 Markaz, F-11",5.5 Crore,55000000,3.0,3.0,12.9 Marla,2902,Flat,,,,,,
Islamabad,"18 West Residencia, F-11/1",6.5 Crore,65000000,3.0,3.0,10.1 Marla,2272,Flat,2015.0,1.0,1.0,2.0,1.0,
Islamabad,"F-11, Islamabad",7 Crore,70000000,4.0,4.0,13.8 Marla,3105,Flat,,,1.0,1.0,1.0,
Islamabad,"Jinnah Gardens, FECHS",7.75 Crore,77500000,6.0,6.0,1 Kanal,4500,House,2026.0,3.0,1.0,1.0,2.0,
Islamabad,"Jinnah Gardens, FECHS",1.85 Crore,18500000,2.0,2.0,5 Marla,1125,House,2026.0,1.0,1.0,1.0,1.0,2.0
Islamabad,"Jinnah Gardens, FECHS",2.5 Crore,25000000,4.0,5.0,5 Marla,1125,House,2026.0,1.0,1.0,1.0,2.0,
Islamabad,"Jinnah Gardens, FECHS",2.5 Crore,25000000,4.0,5.0,5 Marla,1125,House,2026.0,1.0,1.0,1.0,2.0,
Islamabad,"Faisal Town - F-18, Islamabad",4.5 Crore,45000000,4.0,4.0,10 Marla,2250,House,2025.0,2.0,1.0,1.0,6.0,
Islamabad,"Soan Garden, Islamabad",3.2 Crore,32000000,4.0,6.0,6 Marla,1350,House,,,,,2.0,6.0
Islamabad,"Faisal Town - F-18, Islamabad",3.4 Crore,34000000,4.0,4.0,7 Marla,1575,House,2024.0,2.0,1.0,1.0,2.0,
Islamabad,"Jinnah Gardens, FECHS",2.85 Crore,28500000,3.0,4.0,7 Marla,1575,House,,,,,1.0,
Islamabad,"D-12/1, D-12",13 Crore,130000000,5.0,5.0,10 Marla,2250,House,2024.0,2.0,,1.0,2.0,
Islamabad,"Top City 1 - Block D, Top City 1",5.1 Crore,51000000,5.0,6.0,10 Marla,2250,House,,,,,,
Islamabad,"D-12/1, D-12",5.3 Crore,53000000,3.0,3.0,4 Marla,900,House,,,,,,
Islamabad,"Top City 1 - Block B, Top City 1",9.5 Crore,95000000,6.0,7.0,1 Kanal,4500,House,,,1.0,,2.0,
Islamabad,"Top City 1 - Block D, Top City 1",4.6 Crore,46000000,6.0,6.0,10 Marla,2250,House,2020.0,3.0,2.0,1.0,2.0,
Islamabad,"Bani Gala, Islamabad",5.5 Crore,55000000,6.0,7.0,16 Marla,3600,House,2025.0,2.0,1.0,2.0,2.0,
Islamabad,"Bahria Enclave - Sector C, Bahria Enclave",11 Crore,110000000,6.0,6.0,1 Kanal,4500,House,2025.0,4.0,3.0,,2.0,
Islamabad,"Bani Gala, Islamabad",7.5 Crore,75000000,8.0,6.0,1 Kanal,4500,House,,,,,,
Islamabad,"B-17, Islamabad",2.95 Crore,29500000,4.0,6.0,5 Marla,1125,House,2026.0,1.0,1.0,1.0,2.0,
Islamabad,"B-17, Islamabad",5.5 Crore,55000000,4.0,7.0,10 Marla,2250,House,2026.0,2.0,1.0,,2.0,
Islamabad,"D-12/3, D-12",25 Crore,250000000,8.0,6.0,1.2 Kanal,5400,House,,6.0,2.0,,2.0,
Islamabad,"D-12, Islamabad",5.75 Crore,57500000,3.0,3.0,4 Marla,900,House,2026.0,4.0,1.0,,1.0,
Islamabad,"F-10, Islamabad",9.1 Crore,91000000,3.0,4.0,9 Marla,2025,Flat,2026.0,3.0,2.0,2.0,2.0,
Islamabad,"Al-Safa Heights, F-11 Markaz",4.5 Crore,45000000,3.0,3.0,14 Marla,3150,Flat,2023.0,1.0,1.0,,1.0,
Islamabad,"F-11, Islamabad",4.25 Crore,42500000,3.0,3.0,11.8 Marla,2655,Flat,2024.0,1.0,2.0,2.0,1.0,
Islamabad,"Sukh Chayn Residence, F-10",8.75 Crore,87500000,3.0,3.0,8.7 Marla,1957,Flat,2024.0,2.0,2.0,2.0,1.0,
Islamabad,"Sukh Chayn Residence, F-10",15.5 Crore,155000000,3.0,4.0,12.4 Marla,2790,Flat,2018.0,2.0,2.0,1.0,1.0,
Islamabad,"Faisal Town - F-18, Islamabad",5.6 Crore,56000000,4.0,4.0,10 Marla,2250,House,2025.0,2.0,1.0,1.0,2.0,
Islamabad,"Faisal Town - F-18, Islamabad",7 Crore,70000000,6.0,6.0,14 Marla,3150,House,2025.0,2.0,1.0,1.0,2.0,
Islamabad,"Faisal Town - F-18, Islamabad",3.6 Crore,36000000,4.0,4.0,7 Marla,1575,House,2025.0,2.0,1.0,1.0,2.0,2.0
Islamabad,"Faisal Town - F-18, Islamabad",3.1 Crore,31000000,4.0,4.0,5 Marla,1125,House,2026.0,1.0,,,1.0,
Islamabad,"E-18, Islamabad",2.5 Crore,25000000,5.0,6.0,8 Marla,1800,House,,1.0,,,,
Islamabad,"F-11/2, F-11",15 Crore,150000000,4.0,5.0,16 Marla,3600,House,2010.0,3.0,1.0,1.0,2.0,2.0
Islamabad,"Faisal Town - F-18, Islamabad",2.95 Crore,29500000,4.0,4.0,5 Marla,1125,House,,,,,1.0,
Islamabad,"G-6, Islamabad",72 Crore,720000000,5.0,6.0,3.3 Kanal,14850,House,,,,,,
